transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,date,month,month_name,quarter,year_month
TXN0000087311,2024-10-30 14:29:05,P2M,Food,362,SUCCESS,36-45,18-25,Andhra Pradesh,ICICI,SBI,Android,5G,0,14,Wednesday,0,2024-10-30,10,Oct,Q4,2024-10
TXN0000087312,2024-02-04 09:11:16,P2P,Other,630,FAILED,36-45,26-35,Uttar Pradesh,HDFC,PNB,Android,4G,0,9,Sunday,1,2024-02-04,2,Feb,Q1,2024-02
TXN0000087313,2024-10-11 15:20:41,P2P,Shopping,5653,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,5G,0,15,Friday,0,2024-10-11,10,Oct,Q4,2024-10
TXN0000087314,2024-01-14 21:17:47,Bill Payment,Education,2045,SUCCESS,46-55,18-25,Maharashtra,Axis,SBI,Android,WiFi,0,21,Sunday,1,2024-01-14,1,Jan,Q1,2024-01
TXN0000087315,2024-08-06 11:23:25,P2M,Food,634,SUCCESS,18-25,46-55,Telangana,Kotak,HDFC,Android,4G,0,11,Tuesday,0,2024-08-06,8,Aug,Q3,2024-08
TXN0000087316,2024-09-10 18:44:20,P2P,Other,68,SUCCESS,36-45,26-35,Telangana,IndusInd,Kotak,Android,4G,0,18,Tuesday,0,2024-09-10,9,Sep,Q3,2024-09
TXN0000087317,2024-12-20 00:59:23,P2P,Shopping,4802,SUCCESS,18-25,26-35,Delhi,IndusInd,PNB,Android,4G,0,0,Friday,0,2024-12-20,12,Dec,Q4,2024-12
TXN0000087318,2024-05-02 16:50:53,P2M,Utilities,2899,SUCCESS,36-45,36-45,West Bengal,Yes Bank,SBI,Android,5G,0,16,Thursday,0,2024-05-02,5,May,Q2,2024-05
TXN0000087319,2024-02-01 06:29:01,P2P,Grocery,1975,SUCCESS,26-35,36-45,Maharashtra,PNB,SBI,Android,WiFi,0,6,Thursday,0,2024-02-01,2,Feb,Q1,2024-02
TXN0000087320,2024-09-02 18:56:21,P2P,Utilities,1094,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,SBI,Android,WiFi,0,18,Monday,0,2024-09-02,9,Sep,Q3,2024-09
TXN0000087321,2024-02-27 19:51:08,P2M,Utilities,352,SUCCESS,46-55,26-35,Uttar Pradesh,Axis,IndusInd,iOS,4G,0,19,Tuesday,0,2024-02-27,2,Feb,Q1,2024-02
TXN0000087322,2024-07-20 13:43:54,P2P,Food,398,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,Kotak,Android,4G,0,13,Saturday,1,2024-07-20,7,Jul,Q3,2024-07
TXN0000087323,2024-02-14 22:32:43,P2M,Entertainment,581,SUCCESS,26-35,36-45,Maharashtra,HDFC,HDFC,Android,4G,0,22,Wednesday,0,2024-02-14,2,Feb,Q1,2024-02
TXN0000087324,2024-03-11 11:46:52,P2P,Food,476,SUCCESS,18-25,36-45,Karnataka,SBI,ICICI,Android,4G,0,11,Monday,0,2024-03-11,3,Mar,Q1,2024-03
TXN0000087325,2024-12-08 11:59:01,P2P,Shopping,1822,SUCCESS,26-35,36-45,West Bengal,SBI,SBI,Android,4G,0,11,Sunday,1,2024-12-08,12,Dec,Q4,2024-12
TXN0000087326,2024-09-06 10:11:48,Bill Payment,Entertainment,267,SUCCESS,26-35,26-35,Karnataka,ICICI,ICICI,Android,4G,0,10,Friday,0,2024-09-06,9,Sep,Q3,2024-09
TXN0000087327,2024-04-16 08:24:27,P2M,Healthcare,288,FAILED,26-35,56+,Andhra Pradesh,IndusInd,ICICI,Android,WiFi,0,8,Tuesday,0,2024-04-16,4,Apr,Q2,2024-04
TXN0000087328,2024-09-27 22:45:12,Bill Payment,Food,132,SUCCESS,26-35,26-35,Karnataka,SBI,SBI,iOS,4G,0,22,Friday,0,2024-09-27,9,Sep,Q3,2024-09
TXN0000087329,2024-01-19 07:51:05,P2M,Other,201,SUCCESS,46-55,18-25,Gujarat,Axis,SBI,iOS,4G,0,7,Friday,0,2024-01-19,1,Jan,Q1,2024-01
TXN0000087330,2024-03-21 14:14:11,P2M,Entertainment,804,SUCCESS,46-55,18-25,Uttar Pradesh,SBI,Kotak,Android,4G,0,14,Thursday,0,2024-03-21,3,Mar,Q1,2024-03
TXN0000087331,2024-02-06 08:29:17,P2M,Fuel,486,SUCCESS,26-35,36-45,Delhi,Yes Bank,ICICI,Android,5G,0,8,Tuesday,0,2024-02-06,2,Feb,Q1,2024-02
TXN0000087332,2024-04-17 16:59:30,Bill Payment,Transport,329,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,ICICI,Android,5G,0,16,Wednesday,0,2024-04-17,4,Apr,Q2,2024-04
TXN0000087333,2024-09-10 15:11:24,P2P,Food,548,SUCCESS,36-45,36-45,Delhi,PNB,IndusInd,Android,4G,0,15,Tuesday,0,2024-09-10,9,Sep,Q3,2024-09
TXN0000087334,2024-09-19 07:44:46,P2P,Grocery,1384,SUCCESS,36-45,26-35,Rajasthan,PNB,Kotak,iOS,4G,0,7,Thursday,0,2024-09-19,9,Sep,Q3,2024-09
TXN0000087335,2024-04-19 13:53:24,P2P,Healthcare,599,SUCCESS,46-55,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,13,Friday,0,2024-04-19,4,Apr,Q2,2024-04
TXN0000087336,2024-03-01 11:08:06,Bill Payment,Fuel,3540,SUCCESS,36-45,36-45,Karnataka,Yes Bank,Kotak,iOS,4G,0,11,Friday,0,2024-03-01,3,Mar,Q1,2024-03
TXN0000087337,2024-02-20 15:43:32,P2P,Fuel,4660,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,Yes Bank,Android,5G,0,15,Tuesday,0,2024-02-20,2,Feb,Q1,2024-02
TXN0000087338,2024-06-01 12:31:40,P2M,Entertainment,1790,SUCCESS,18-25,26-35,Telangana,Yes Bank,SBI,Android,4G,0,12,Saturday,1,2024-06-01,6,Jun,Q2,2024-06
TXN0000087339,2024-03-20 18:45:54,P2P,Fuel,386,SUCCESS,18-25,18-25,Delhi,ICICI,IndusInd,Android,5G,0,18,Wednesday,0,2024-03-20,3,Mar,Q1,2024-03
TXN0000087340,2024-07-11 14:40:39,P2P,Utilities,4208,SUCCESS,26-35,26-35,Tamil Nadu,Axis,Axis,Android,5G,0,14,Thursday,0,2024-07-11,7,Jul,Q3,2024-07
TXN0000087341,2024-09-04 17:03:10,P2M,Food,179,SUCCESS,18-25,26-35,Rajasthan,Axis,IndusInd,Android,5G,0,17,Wednesday,0,2024-09-04,9,Sep,Q3,2024-09
TXN0000087342,2024-07-29 19:25:01,P2P,Education,4634,SUCCESS,36-45,36-45,Maharashtra,Axis,IndusInd,Android,5G,0,19,Monday,0,2024-07-29,7,Jul,Q3,2024-07
TXN0000087343,2024-06-21 16:33:15,P2M,Other,500,SUCCESS,36-45,36-45,Maharashtra,SBI,SBI,iOS,4G,0,16,Friday,0,2024-06-21,6,Jun,Q2,2024-06
TXN0000087344,2024-12-17 14:10:36,P2P,Healthcare,151,SUCCESS,18-25,18-25,Delhi,ICICI,Yes Bank,Android,WiFi,0,14,Tuesday,0,2024-12-17,12,Dec,Q4,2024-12
TXN0000087345,2024-03-05 11:49:36,Bill Payment,Education,2758,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,Yes Bank,Android,4G,0,11,Tuesday,0,2024-03-05,3,Mar,Q1,2024-03
TXN0000087346,2024-11-14 20:59:26,P2P,Healthcare,524,SUCCESS,26-35,46-55,Telangana,IndusInd,Yes Bank,iOS,4G,0,20,Thursday,0,2024-11-14,11,Nov,Q4,2024-11
TXN0000087347,2024-12-05 13:42:27,Bill Payment,Food,577,FAILED,26-35,18-25,Karnataka,HDFC,PNB,Android,4G,0,13,Thursday,0,2024-12-05,12,Dec,Q4,2024-12
TXN0000087348,2024-05-09 07:13:32,P2P,Food,275,SUCCESS,36-45,26-35,Uttar Pradesh,IndusInd,PNB,iOS,5G,0,7,Thursday,0,2024-05-09,5,May,Q2,2024-05
TXN0000087349,2024-12-05 20:48:30,P2M,Grocery,341,SUCCESS,26-35,26-35,Rajasthan,SBI,IndusInd,Android,4G,0,20,Thursday,0,2024-12-05,12,Dec,Q4,2024-12
TXN0000087350,2024-06-03 15:13:58,P2M,Transport,115,SUCCESS,18-25,26-35,Karnataka,Yes Bank,ICICI,Android,5G,0,15,Monday,0,2024-06-03,6,Jun,Q2,2024-06
TXN0000087351,2024-03-28 13:43:49,Bill Payment,Grocery,1373,SUCCESS,36-45,56+,Tamil Nadu,SBI,ICICI,Android,3G,0,13,Thursday,0,2024-03-28,3,Mar,Q1,2024-03
TXN0000087352,2024-10-27 11:34:24,P2P,Healthcare,135,SUCCESS,26-35,36-45,Telangana,PNB,ICICI,Android,4G,0,11,Sunday,1,2024-10-27,10,Oct,Q4,2024-10
TXN0000087353,2024-05-03 10:33:21,Bill Payment,Food,32,SUCCESS,18-25,36-45,Andhra Pradesh,Axis,PNB,Android,WiFi,0,10,Friday,0,2024-05-03,5,May,Q2,2024-05
TXN0000087354,2024-01-24 17:20:48,P2M,Fuel,602,SUCCESS,56+,36-45,Rajasthan,IndusInd,Kotak,Android,5G,0,17,Wednesday,0,2024-01-24,1,Jan,Q1,2024-01
TXN0000087355,2024-02-27 22:22:09,P2P,Healthcare,422,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,IndusInd,Web,4G,0,22,Tuesday,0,2024-02-27,2,Feb,Q1,2024-02
TXN0000087356,2024-08-18 11:02:44,P2M,Fuel,1068,SUCCESS,26-35,36-45,Tamil Nadu,Yes Bank,IndusInd,Android,5G,0,11,Sunday,1,2024-08-18,8,Aug,Q3,2024-08
TXN0000087357,2024-12-18 10:03:06,P2M,Transport,58,SUCCESS,26-35,26-35,Andhra Pradesh,IndusInd,HDFC,Android,WiFi,0,10,Wednesday,0,2024-12-18,12,Dec,Q4,2024-12
TXN0000087358,2024-07-02 06:12:08,P2M,Shopping,4442,SUCCESS,36-45,36-45,Andhra Pradesh,PNB,Yes Bank,Android,3G,0,6,Tuesday,0,2024-07-02,7,Jul,Q3,2024-07
TXN0000087359,2024-05-28 20:09:22,P2M,Shopping,842,FAILED,18-25,18-25,Karnataka,HDFC,SBI,Android,4G,0,20,Tuesday,0,2024-05-28,5,May,Q2,2024-05
TXN0000087360,2024-10-30 10:17:21,P2M,Shopping,778,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,PNB,Android,5G,0,10,Wednesday,0,2024-10-30,10,Oct,Q4,2024-10
TXN0000087361,2024-08-28 03:59:02,P2M,Entertainment,507,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,ICICI,Android,4G,0,3,Wednesday,0,2024-08-28,8,Aug,Q3,2024-08
TXN0000087362,2024-12-24 23:13:29,P2M,Transport,54,SUCCESS,26-35,18-25,Delhi,IndusInd,Kotak,Android,4G,0,23,Tuesday,0,2024-12-24,12,Dec,Q4,2024-12
TXN0000087363,2024-10-11 06:18:46,Bill Payment,Transport,479,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,Yes Bank,Web,WiFi,0,6,Friday,0,2024-10-11,10,Oct,Q4,2024-10
TXN0000087364,2024-12-26 19:53:47,P2P,Grocery,336,SUCCESS,56+,18-25,Telangana,PNB,IndusInd,iOS,4G,0,19,Thursday,0,2024-12-26,12,Dec,Q4,2024-12
TXN0000087365,2024-07-26 09:12:22,Recharge,Healthcare,1666,SUCCESS,36-45,18-25,Rajasthan,Axis,PNB,Android,4G,0,9,Friday,0,2024-07-26,7,Jul,Q3,2024-07
TXN0000087366,2024-02-24 19:27:48,P2M,Education,1066,SUCCESS,26-35,36-45,Rajasthan,SBI,SBI,iOS,4G,0,19,Saturday,1,2024-02-24,2,Feb,Q1,2024-02
TXN0000087367,2024-05-07 16:59:27,P2P,Utilities,9246,SUCCESS,46-55,36-45,West Bengal,IndusInd,SBI,Android,4G,0,16,Tuesday,0,2024-05-07,5,May,Q2,2024-05
TXN0000087368,2024-09-10 12:06:51,Bill Payment,Utilities,968,FAILED,18-25,36-45,Maharashtra,SBI,ICICI,Android,WiFi,0,12,Tuesday,0,2024-09-10,9,Sep,Q3,2024-09
TXN0000087369,2024-06-29 11:25:30,P2P,Other,963,FAILED,18-25,18-25,Rajasthan,SBI,IndusInd,Android,4G,0,11,Saturday,1,2024-06-29,6,Jun,Q2,2024-06
TXN0000087370,2024-12-15 17:17:56,Bill Payment,Entertainment,952,SUCCESS,26-35,18-25,West Bengal,Kotak,Axis,Android,4G,0,17,Sunday,1,2024-12-15,12,Dec,Q4,2024-12
TXN0000087371,2024-06-26 16:42:18,P2P,Food,322,SUCCESS,26-35,46-55,Tamil Nadu,PNB,IndusInd,Android,4G,0,16,Wednesday,0,2024-06-26,6,Jun,Q2,2024-06
TXN0000087372,2024-06-30 07:57:36,P2M,Utilities,275,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,HDFC,Android,4G,0,7,Sunday,1,2024-06-30,6,Jun,Q2,2024-06
TXN0000087373,2024-01-14 16:48:37,P2P,Fuel,1638,SUCCESS,18-25,26-35,Maharashtra,SBI,IndusInd,Android,WiFi,0,16,Sunday,1,2024-01-14,1,Jan,Q1,2024-01
TXN0000087374,2024-03-31 13:44:43,P2M,Utilities,3492,SUCCESS,36-45,18-25,Uttar Pradesh,HDFC,HDFC,Android,5G,0,13,Sunday,1,2024-03-31,3,Mar,Q1,2024-03
TXN0000087375,2024-01-19 18:20:07,P2P,Healthcare,492,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,SBI,iOS,4G,0,18,Friday,0,2024-01-19,1,Jan,Q1,2024-01
TXN0000087376,2024-01-03 16:38:57,P2P,Grocery,1500,SUCCESS,26-35,36-45,Maharashtra,SBI,PNB,Android,4G,0,16,Wednesday,0,2024-01-03,1,Jan,Q1,2024-01
TXN0000087377,2024-06-11 19:10:16,P2P,Entertainment,148,SUCCESS,36-45,18-25,Gujarat,IndusInd,ICICI,Android,3G,0,19,Tuesday,0,2024-06-11,6,Jun,Q2,2024-06
TXN0000087378,2024-10-03 13:57:59,Bill Payment,Grocery,295,SUCCESS,36-45,46-55,Delhi,PNB,Yes Bank,Android,4G,0,13,Thursday,0,2024-10-03,10,Oct,Q4,2024-10
TXN0000087379,2024-03-17 12:43:30,P2P,Utilities,2235,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,SBI,Android,4G,0,12,Sunday,1,2024-03-17,3,Mar,Q1,2024-03
TXN0000087380,2024-10-22 10:31:00,P2P,Entertainment,189,SUCCESS,36-45,26-35,Maharashtra,HDFC,SBI,Android,4G,0,10,Tuesday,0,2024-10-22,10,Oct,Q4,2024-10
TXN0000087381,2024-01-08 17:45:44,P2M,Transport,116,SUCCESS,18-25,36-45,Andhra Pradesh,Kotak,HDFC,Android,5G,0,17,Monday,0,2024-01-08,1,Jan,Q1,2024-01
TXN0000087382,2024-02-09 15:10:03,P2M,Utilities,462,SUCCESS,46-55,18-25,Telangana,Yes Bank,PNB,Android,4G,0,15,Friday,0,2024-02-09,2,Feb,Q1,2024-02
TXN0000087383,2024-01-04 16:21:25,P2P,Other,525,SUCCESS,26-35,18-25,Rajasthan,SBI,SBI,Android,4G,0,16,Thursday,0,2024-01-04,1,Jan,Q1,2024-01
TXN0000087384,2024-10-21 20:07:23,P2P,Other,274,SUCCESS,18-25,26-35,West Bengal,Yes Bank,ICICI,Android,WiFi,0,20,Monday,0,2024-10-21,10,Oct,Q4,2024-10
TXN0000087385,2024-10-26 07:00:08,P2P,Shopping,880,SUCCESS,18-25,18-25,Telangana,HDFC,SBI,Android,4G,0,7,Saturday,1,2024-10-26,10,Oct,Q4,2024-10
TXN0000087386,2024-11-06 13:14:24,P2P,Grocery,3589,SUCCESS,56+,26-35,West Bengal,HDFC,HDFC,Android,4G,0,13,Wednesday,0,2024-11-06,11,Nov,Q4,2024-11
TXN0000087387,2024-01-10 10:33:08,P2M,Grocery,1276,SUCCESS,18-25,36-45,Tamil Nadu,Kotak,Axis,Android,4G,0,10,Wednesday,0,2024-01-10,1,Jan,Q1,2024-01
TXN0000087388,2024-09-14 19:19:31,P2M,Utilities,1163,SUCCESS,36-45,18-25,Telangana,SBI,Axis,Android,4G,0,19,Saturday,1,2024-09-14,9,Sep,Q3,2024-09
TXN0000087389,2024-05-21 13:26:30,P2M,Grocery,1260,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,IndusInd,Web,5G,0,13,Tuesday,0,2024-05-21,5,May,Q2,2024-05
TXN0000087390,2024-09-30 19:42:45,P2P,Food,612,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,IndusInd,Android,4G,0,19,Monday,0,2024-09-30,9,Sep,Q3,2024-09
TXN0000087391,2024-09-05 18:02:17,P2P,Food,68,SUCCESS,36-45,36-45,Gujarat,SBI,Kotak,Android,4G,0,18,Thursday,0,2024-09-05,9,Sep,Q3,2024-09
TXN0000087392,2024-09-08 20:20:37,P2P,Shopping,6415,SUCCESS,26-35,18-25,Gujarat,Kotak,ICICI,Android,4G,0,20,Sunday,1,2024-09-08,9,Sep,Q3,2024-09
TXN0000087393,2024-08-02 17:39:24,P2P,Other,925,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,ICICI,Android,3G,0,17,Friday,0,2024-08-02,8,Aug,Q3,2024-08
TXN0000087394,2024-07-06 21:39:52,P2M,Shopping,499,SUCCESS,46-55,26-35,Tamil Nadu,ICICI,Yes Bank,Android,4G,0,21,Saturday,1,2024-07-06,7,Jul,Q3,2024-07
TXN0000087395,2024-12-27 17:24:52,P2P,Grocery,152,SUCCESS,18-25,26-35,Telangana,IndusInd,Kotak,Android,5G,0,17,Friday,0,2024-12-27,12,Dec,Q4,2024-12
TXN0000087396,2024-03-02 11:41:54,P2P,Grocery,780,FAILED,36-45,56+,Maharashtra,ICICI,SBI,Web,4G,0,11,Saturday,1,2024-03-02,3,Mar,Q1,2024-03
TXN0000087397,2024-06-21 11:25:43,P2M,Grocery,1289,SUCCESS,18-25,18-25,Delhi,Axis,IndusInd,Android,4G,0,11,Friday,0,2024-06-21,6,Jun,Q2,2024-06
TXN0000087398,2024-12-23 15:42:50,P2P,Fuel,1237,SUCCESS,36-45,26-35,Rajasthan,Yes Bank,Axis,Android,4G,0,15,Monday,0,2024-12-23,12,Dec,Q4,2024-12
TXN0000087399,2024-09-24 19:02:48,Bill Payment,Transport,63,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,SBI,iOS,4G,0,19,Tuesday,0,2024-09-24,9,Sep,Q3,2024-09
TXN0000087400,2024-10-30 13:44:52,Bill Payment,Food,174,SUCCESS,18-25,56+,Uttar Pradesh,SBI,ICICI,Android,5G,0,13,Wednesday,0,2024-10-30,10,Oct,Q4,2024-10
TXN0000087401,2024-11-04 12:37:18,P2M,Other,586,SUCCESS,18-25,18-25,Maharashtra,SBI,Kotak,Android,4G,0,12,Monday,0,2024-11-04,11,Nov,Q4,2024-11
TXN0000087402,2024-07-05 18:13:24,P2P,Grocery,1844,SUCCESS,26-35,26-35,Gujarat,IndusInd,Axis,Android,5G,0,18,Friday,0,2024-07-05,7,Jul,Q3,2024-07
TXN0000087403,2024-05-06 15:17:39,P2P,Grocery,452,SUCCESS,26-35,36-45,Gujarat,Axis,Axis,Android,4G,0,15,Monday,0,2024-05-06,5,May,Q2,2024-05
TXN0000087404,2024-08-15 13:01:30,Bill Payment,Shopping,583,SUCCESS,46-55,26-35,Delhi,Kotak,ICICI,Android,WiFi,0,13,Thursday,0,2024-08-15,8,Aug,Q3,2024-08
TXN0000087405,2024-01-26 12:24:54,P2M,Entertainment,1129,SUCCESS,36-45,36-45,Delhi,ICICI,ICICI,Android,4G,0,12,Friday,0,2024-01-26,1,Jan,Q1,2024-01
TXN0000087406,2024-08-20 10:13:27,P2P,Food,258,SUCCESS,18-25,18-25,West Bengal,Axis,Axis,Android,4G,0,10,Tuesday,0,2024-08-20,8,Aug,Q3,2024-08
TXN0000087407,2024-09-16 16:33:52,P2M,Healthcare,262,SUCCESS,26-35,26-35,Andhra Pradesh,Axis,ICICI,Android,4G,0,16,Monday,0,2024-09-16,9,Sep,Q3,2024-09
TXN0000087408,2024-01-01 22:44:52,P2M,Grocery,309,SUCCESS,18-25,18-25,Rajasthan,SBI,Kotak,Android,3G,0,22,Monday,0,2024-01-01,1,Jan,Q1,2024-01
TXN0000087409,2024-06-28 14:43:38,Bill Payment,Food,563,SUCCESS,26-35,36-45,Karnataka,SBI,Yes Bank,Android,4G,0,14,Friday,0,2024-06-28,6,Jun,Q2,2024-06
TXN0000087410,2024-06-11 07:39:51,P2P,Other,758,SUCCESS,26-35,26-35,Maharashtra,ICICI,Yes Bank,Android,4G,0,7,Tuesday,0,2024-06-11,6,Jun,Q2,2024-06
TXN0000087411,2024-06-28 22:22:31,Bill Payment,Other,821,SUCCESS,26-35,36-45,Karnataka,HDFC,Yes Bank,Android,4G,0,22,Friday,0,2024-06-28,6,Jun,Q2,2024-06
TXN0000087412,2024-04-25 15:41:39,P2P,Utilities,1498,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,Android,5G,0,15,Thursday,0,2024-04-25,4,Apr,Q2,2024-04
TXN0000087413,2024-01-21 17:40:51,P2M,Grocery,559,SUCCESS,36-45,18-25,West Bengal,ICICI,Axis,iOS,3G,0,17,Sunday,1,2024-01-21,1,Jan,Q1,2024-01
TXN0000087414,2024-10-17 11:54:06,P2P,Entertainment,335,SUCCESS,18-25,36-45,Telangana,PNB,HDFC,iOS,3G,0,11,Thursday,0,2024-10-17,10,Oct,Q4,2024-10
TXN0000087415,2024-12-12 12:21:32,Recharge,Shopping,1415,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,Kotak,Android,4G,0,12,Thursday,0,2024-12-12,12,Dec,Q4,2024-12
TXN0000087416,2024-05-25 22:17:01,P2M,Utilities,1083,SUCCESS,36-45,36-45,Karnataka,Axis,SBI,Android,WiFi,0,22,Saturday,1,2024-05-25,5,May,Q2,2024-05
TXN0000087417,2024-02-25 10:48:47,Bill Payment,Shopping,664,SUCCESS,56+,18-25,Karnataka,PNB,HDFC,Android,4G,0,10,Sunday,1,2024-02-25,2,Feb,Q1,2024-02
TXN0000087418,2024-10-28 11:31:56,Bill Payment,Healthcare,325,SUCCESS,26-35,36-45,Karnataka,ICICI,IndusInd,Android,3G,0,11,Monday,0,2024-10-28,10,Oct,Q4,2024-10
TXN0000087419,2024-07-09 14:38:42,P2M,Transport,458,SUCCESS,36-45,26-35,Karnataka,IndusInd,Yes Bank,Android,4G,0,14,Tuesday,0,2024-07-09,7,Jul,Q3,2024-07
TXN0000087420,2024-11-01 12:34:01,P2M,Grocery,142,SUCCESS,18-25,26-35,Karnataka,SBI,SBI,Android,4G,0,12,Friday,0,2024-11-01,11,Nov,Q4,2024-11
TXN0000087421,2024-03-12 01:16:29,P2P,Transport,216,SUCCESS,36-45,18-25,Karnataka,Yes Bank,Axis,Android,4G,0,1,Tuesday,0,2024-03-12,3,Mar,Q1,2024-03
TXN0000087422,2024-10-09 16:49:00,P2P,Grocery,2183,SUCCESS,36-45,46-55,Delhi,PNB,IndusInd,Android,4G,0,16,Wednesday,0,2024-10-09,10,Oct,Q4,2024-10
TXN0000087423,2024-01-15 15:27:20,Bill Payment,Food,1599,SUCCESS,18-25,36-45,Maharashtra,SBI,PNB,Android,5G,0,15,Monday,0,2024-01-15,1,Jan,Q1,2024-01
TXN0000087424,2024-09-18 06:43:09,P2P,Grocery,1118,SUCCESS,26-35,36-45,Maharashtra,HDFC,IndusInd,Android,5G,0,6,Wednesday,0,2024-09-18,9,Sep,Q3,2024-09
TXN0000087425,2024-12-05 06:32:35,Bill Payment,Transport,225,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,Yes Bank,iOS,4G,0,6,Thursday,0,2024-12-05,12,Dec,Q4,2024-12
TXN0000087426,2024-07-01 21:22:42,P2M,Utilities,3261,SUCCESS,36-45,26-35,Karnataka,Kotak,IndusInd,Web,4G,0,21,Monday,0,2024-07-01,7,Jul,Q3,2024-07
TXN0000087427,2024-12-01 18:27:25,P2M,Grocery,1155,SUCCESS,46-55,26-35,Karnataka,HDFC,SBI,iOS,4G,0,18,Sunday,1,2024-12-01,12,Dec,Q4,2024-12
TXN0000087428,2024-01-10 12:53:05,Bill Payment,Grocery,255,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,IndusInd,Android,5G,0,12,Wednesday,0,2024-01-10,1,Jan,Q1,2024-01
TXN0000087429,2024-02-10 19:12:12,P2P,Food,435,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,Axis,Android,4G,0,19,Saturday,1,2024-02-10,2,Feb,Q1,2024-02
TXN0000087430,2024-08-14 17:48:36,P2P,Shopping,4734,SUCCESS,26-35,26-35,Delhi,SBI,Yes Bank,Android,5G,0,17,Wednesday,0,2024-08-14,8,Aug,Q3,2024-08
TXN0000087431,2024-02-19 11:28:04,P2M,Grocery,1464,SUCCESS,18-25,46-55,Delhi,SBI,Kotak,Android,5G,0,11,Monday,0,2024-02-19,2,Feb,Q1,2024-02
TXN0000087432,2024-04-09 15:15:57,P2M,Education,1829,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,Axis,Android,4G,0,15,Tuesday,0,2024-04-09,4,Apr,Q2,2024-04
TXN0000087433,2024-03-07 22:04:15,Bill Payment,Food,1267,SUCCESS,26-35,46-55,Tamil Nadu,ICICI,IndusInd,Android,4G,0,22,Thursday,0,2024-03-07,3,Mar,Q1,2024-03
TXN0000087434,2024-11-08 19:12:29,Recharge,Fuel,4451,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,SBI,Android,4G,0,19,Friday,0,2024-11-08,11,Nov,Q4,2024-11
TXN0000087435,2024-12-10 18:23:12,P2M,Food,85,SUCCESS,18-25,26-35,West Bengal,HDFC,HDFC,Android,4G,0,18,Tuesday,0,2024-12-10,12,Dec,Q4,2024-12
TXN0000087436,2024-04-08 21:27:10,P2M,Fuel,752,SUCCESS,36-45,18-25,Maharashtra,SBI,Kotak,Android,4G,0,21,Monday,0,2024-04-08,4,Apr,Q2,2024-04
TXN0000087437,2024-08-10 11:41:12,P2P,Fuel,409,SUCCESS,46-55,18-25,Karnataka,IndusInd,HDFC,iOS,4G,0,11,Saturday,1,2024-08-10,8,Aug,Q3,2024-08
TXN0000087438,2024-06-01 21:52:38,P2P,Shopping,469,SUCCESS,46-55,36-45,Maharashtra,Yes Bank,HDFC,Android,WiFi,0,21,Saturday,1,2024-06-01,6,Jun,Q2,2024-06
TXN0000087439,2024-09-28 19:34:50,P2P,Grocery,1227,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,HDFC,Android,4G,0,19,Saturday,1,2024-09-28,9,Sep,Q3,2024-09
TXN0000087440,2024-02-04 20:26:46,P2P,Healthcare,123,SUCCESS,18-25,26-35,Maharashtra,ICICI,SBI,Android,4G,0,20,Sunday,1,2024-02-04,2,Feb,Q1,2024-02
TXN0000087441,2024-10-07 13:39:19,P2P,Food,142,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,SBI,Android,5G,0,13,Monday,0,2024-10-07,10,Oct,Q4,2024-10
TXN0000087442,2024-02-10 16:32:54,Bill Payment,Entertainment,221,SUCCESS,26-35,36-45,Delhi,Kotak,SBI,Android,4G,0,16,Saturday,1,2024-02-10,2,Feb,Q1,2024-02
TXN0000087443,2024-06-23 12:41:32,P2P,Other,175,SUCCESS,36-45,26-35,Maharashtra,IndusInd,ICICI,Android,4G,0,12,Sunday,1,2024-06-23,6,Jun,Q2,2024-06
